"band"	"frequency_hz"	"time_s"	"mean_temperature_slope_db_per_c"	"n_subjects"
"beta"	19	14.350000000000001	0.023270620377833562	14
"beta"	19	14.400000000000002	0.03262454884461269	14
"beta"	19	14.450000000000003	0.06724263724737875	14
"beta"	19	14.5	0.09690218345157119	14
"beta"	20	-5	-0.14214365096780554	14
"beta"	20	-4.95	-0.09492606946887269	14
"beta"	20	-4.9	-0.08061806771140123	14
"beta"	20	-4.85	-0.10015584388017094	14
"beta"	20	-4.8	-0.11072224386543265	14
"beta"	20	-4.75	-0.062288415798646045	14
"beta"	20	-4.7	0.02060044127542873	14
"beta"	20	-4.65	0.0732426390344637	14
"beta"	20	-4.6	0.057290269964812686	14
"beta"	20	-4.55	0.028265890187745262	14
"beta"	20	-4.5	-0.00428930923311049	14
"beta"	20	-4.45	0.0009752275543139828	14
"beta"	20	-4.4	0.030654455757820654	14
"beta"	20	-4.35	0.0005251161781529712	14
"beta"	20	-4.3	0.02056797846419533	14
"beta"	20	-4.25	-0.009218097992478734	14
"beta"	20	-4.2	-0.048572798481944145	14
"beta"	20	-4.15	-0.11366761502274916	14
"beta"	20	-4.1	-0.10074092653381997	14
"beta"	20	-4.05	-0.04764316359600113	14
"beta"	20	-4	-0.0031877301033873978	14
"beta"	20	-3.95	0.060876550804253256	14
"beta"	20	-3.9	0.07346558131649986	14
"beta"	20	-3.8499999999999996	0.07435423212946235	14
"beta"	20	-3.8	-0.040244134018141926	14
"beta"	20	-3.75	-0.09540239004397555	14
"beta"	20	-3.7	-0.00707296550671684	14
"beta"	20	-3.65	0.08058194141308475	14
"beta"	20	-3.5999999999999996	0.07586404564709552	14
"beta"	20	-3.55	0.05782675000928698	14
"beta"	20	-3.5	0.03763053521215962	14
"beta"	20	-3.45	0.0173389363954923	14
"beta"	20	-3.4	0.030912644083723937	14
"beta"	20	-3.3499999999999996	0.01792425981160949	14
"beta"	20	-3.3	0.017158154033555424	14
"beta"	20	-3.25	0.01799557135935955	14
"beta"	20	-3.2	-0.03897214108519494	14
"beta"	20	-3.15	-0.03544009453108355	14
"beta"	20	-3.0999999999999996	0.0028598644221976316	14
"beta"	20	-3.05	-0.019241479162272257	14
"beta"	20	-3	-0.005356651483962451	14
"beta"	20	-2.9499999999999997	-0.0054940295392755046	14
"beta"	20	-2.9	-0.0026711566484996546	14
"beta"	20	-2.85	0.030859960269543133	14
"beta"	20	-2.8	0.055234928989744345	14
"beta"	20	-2.75	0.026229285609247182	14
"beta"	20	-2.6999999999999997	0.007936176488134532	14
"beta"	20	-2.65	0.03747345374681822	14
"beta"	20	-2.5999999999999996	0.04008465006259509	14
"beta"	20	-2.55	0.010216348494943277	14
"beta"	20	-2.5	-0.01530182359967983	14
"beta"	20	-2.4499999999999997	0.003471315729268847	14
"beta"	20	-2.4	0.014163884384717228	14
"beta"	20	-2.3499999999999996	0.009020589844518895	14
"beta"	20	-2.3	-0.06851711774338708	14
"beta"	20	-2.25	-0.10147209546681338	14
"beta"	20	-2.1999999999999997	-0.09046889680560533	14
"beta"	20	-2.15	-0.08757544127423146	14
"beta"	20	-2.0999999999999996	0.011056859767294215	14
"beta"	20	-2.05	0.09379556504416271	14
"beta"	20	-2	0.10094715189730871	14
"beta"	20	-1.9499999999999997	0.08533814492659102	14
"beta"	20	-1.9	0.052746932169108404	14
"beta"	20	-1.8499999999999996	0.03908477568397135	14
"beta"	20	-1.7999999999999998	0.041205876055625305	14
"beta"	20	-1.75	0.001524106285944224	14
"beta"	20	-1.6999999999999997	0.01202674237082143	14
"beta"	20	-1.65	0.024930650074841538	14
"beta"	20	-1.5999999999999996	0.03021009563055684	14
"beta"	20	-1.5499999999999998	-0.014136758515418192	14
"beta"	20	-1.5	-0.02270584642591556	14
"beta"	20	-1.4499999999999997	-0.03525801009313604	14
"beta"	20	-1.4	0.0022917447507257655	14
"beta"	20	-1.3499999999999996	0.06791034227732697	14
"beta"	20	-1.2999999999999998	0.028750428706997705	14
"beta"	20	-1.25	0.006621623749541733	14
"beta"	20	-1.1999999999999997	-0.034496340036068926	14
"beta"	20	-1.15	-0.04658817668900337	14
"beta"	20	-1.0999999999999996	-0.0465883673560799	14
"beta"	20	-1.0499999999999998	-0.045631631333677806	14
"beta"	20	-1	0.024544052228033995	14
"beta"	20	-0.9500000000000002	0.0651041200237467	14
"beta"	20	-0.8999999999999995	0.09050214408504566	14
"beta"	20	-0.8499999999999996	0.07830279993937242	14
"beta"	20	-0.7999999999999998	-0.014141122614296401	14
"beta"	20	-0.75	-0.07140405456345653	14
"beta"	20	-0.7000000000000002	-0.03861942941623547	14
"beta"	20	-0.6499999999999995	0.017721399314666826	14
"beta"	20	-0.5999999999999996	0.028195321085832854	14
"beta"	20	-0.5499999999999998	0.03370116424448338	14
"beta"	20	-0.5	0.03221051786137457	14
"beta"	20	-0.4500000000000002	0.033683877857561294	14
"beta"	20	-0.39999999999999947	0.024390264414203833	14
"beta"	20	-0.34999999999999964	0.011970329292248129	14
"beta"	20	-0.2999999999999998	-0.03599651007566952	14
"beta"	20	-0.25	-0.055490997903188385	14
"beta"	20	-0.1999999999999993	-0.05841848508219131	14
"beta"	20	-0.14999999999999947	-0.038858158888129136	14
"beta"	20	-0.09999999999999964	0.0056018574632179085	14
"beta"	20	-0.04999999999999982	0.0231636600269898	14
"beta"	20	0	-0.06078551130062321	14
"beta"	20	0.05000000000000071	-0.10511188436836709	14
"beta"	20	0.10000000000000053	-0.06606484583281204	14
"beta"	20	0.15000000000000036	-0.09679140928053077	14
"beta"	20	0.20000000000000018	-0.11295408013564681	14
"beta"	20	0.25	-0.05457666603598944	14
"beta"	20	0.3000000000000007	-0.015072134693350224	14
"beta"	20	0.35000000000000053	-0.008242691626846245	14
"beta"	20	0.40000000000000036	-0.018814757188743824	14
"beta"	20	0.4500000000000002	-0.04562276989647104	14
"beta"	20	0.5	-0.010928839485790053	14
"beta"	20	0.5500000000000007	0.024950568533423114	14
"beta"	20	0.6000000000000005	0.06463812224343965	14
"beta"	20	0.6500000000000004	0.0858550397203377	14
"beta"	20	0.7000000000000002	0.09931426058771574	14
"beta"	20	0.75	0.08176817509931722	14
"beta"	20	0.8000000000000007	0.032486740933266464	14
"beta"	20	0.8500000000000005	-0.008044783817906584	14
"beta"	20	0.9000000000000004	-0.0061849925158013	14
"beta"	20	0.9500000000000002	0.016402769260243425	14
"beta"	20	1	0.03062954992301473	14
"beta"	20	1.0500000000000007	0.00025844923701937424	14
"beta"	20	1.1000000000000005	-0.07429758554227484	14
"beta"	20	1.1500000000000004	-0.12066414953087638	14
"beta"	20	1.2000000000000002	-0.10614459334291874	14
"beta"	20	1.25	-0.07523368217189022	14
"beta"	20	1.3000000000000007	-0.13960017700269897	14
"beta"	20	1.3500000000000005	-0.16430978428084467	14
"beta"	20	1.4000000000000004	-0.16639793528611385	14
"beta"	20	1.4500000000000002	-0.071284520563456	14
"beta"	20	1.5	0.008085208286044606	14
"beta"	20	1.5500000000000007	0.011584738422281827	14
"beta"	20	1.6000000000000005	-0.03342695748566849	14
"beta"	20	1.6500000000000004	-0.006304056834031226	14
"beta"	20	1.7000000000000002	0.0003160647818375345	14
"beta"	20	1.75	-0.021197793628717255	14
"beta"	20	1.8000000000000007	-0.030730126710991474	14
"beta"	20	1.8500000000000005	-0.033744090169971055	14
"beta"	20	1.9000000000000004	-0.039097259801008075	14
"beta"	20	1.9500000000000002	-0.0038888233786170115	14
"beta"	20	2	0.0046623302061747085	14
"beta"	20	2.0500000000000007	-0.024458014102704245	14
"beta"	20	2.1000000000000005	-0.03345820537780509	14
"beta"	20	2.1500000000000004	-0.029751973244004876	14
"beta"	20	2.2	-0.033858661943347426	14
"beta"	20	2.25	-0.04537291194610066	14
"beta"	20	2.3000000000000007	-0.06053122730075273	14
"beta"	20	2.3500000000000005	0.03380287286763474	14
"beta"	20	2.4000000000000004	0.06211211229187381	14
"beta"	20	2.45	0.045212546518449255	14
"beta"	20	2.5	0.004566617348427103	14
"beta"	20	2.5500000000000007	0.003975526994661527	14
"beta"	20	2.6000000000000005	0.020335049377784926	14
"beta"	20	2.6500000000000004	-0.002792139155140937	14
"beta"	20	2.7	-0.058490934025642476	14
"beta"	20	2.75	-0.06036721015796822	14
"beta"	20	2.8000000000000007	-0.032205390396535825	14
"beta"	20	2.8500000000000005	0.023586980792012196	14
"beta"	20	2.9000000000000004	0.022276779827862643	14
"beta"	20	2.95	-0.027215514703596375	14
"beta"	20	3	-0.07095473137326759	14
"beta"	20	3.0500000000000007	-0.08962350737732257	14
"beta"	20	3.0999999999999996	-0.07039161084724115	14
"beta"	20	3.1500000000000004	-0.014105228565193386	14
"beta"	20	3.200000000000001	0.04505244470293194	14
"beta"	20	3.25	0.04170279920027352	14
"beta"	20	3.3000000000000007	0.016699927767901628	14
"beta"	20	3.3499999999999996	-0.03130787476110071	14
"beta"	20	3.4000000000000004	-0.12339421188869444	14
"beta"	20	3.450000000000001	-0.15045326454745847	14
"beta"	20	3.5	-0.11294974543988233	14
"beta"	20	3.5500000000000007	-0.05133718861962543	14
"beta"	20	3.5999999999999996	-0.02585265818061153	14
"beta"	20	3.6500000000000004	-0.03691205376984224	14
"beta"	20	3.700000000000001	-0.0498160303927685	14
"beta"	20	3.75	-0.09233868066389697	14
"beta"	20	3.8000000000000007	-0.09799899069445984	14
"beta"	20	3.8499999999999996	-0.004175799915057431	14
"beta"	20	3.9000000000000004	0.0411892910345965	14
"beta"	20	3.950000000000001	-0.01907412259743543	14
"beta"	20	4	-0.0731003492397712	14
"beta"	20	4.050000000000001	0.007295131368010728	14
"beta"	20	4.1	0.10368910456452227	14
"beta"	20	4.15	0.07385506960245299	14
"beta"	20	4.200000000000001	0.04182076001626739	14
"beta"	20	4.25	-0.01604816319580713	14
"beta"	20	4.300000000000001	-0.018791991945782325	14
"beta"	20	4.35	0.010729314918438069	14
"beta"	20	4.4	-0.0037242067229683673	14
"beta"	20	4.450000000000001	-0.005351463132701577	14
"beta"	20	4.5	0.018504323196668133	14
"beta"	20	4.550000000000001	-0.042185875134055854	14
"beta"	20	4.600000000000001	-0.11947508941025185	14
"beta"	20	4.65	-0.1879032703820422	14
"beta"	20	4.700000000000001	-0.16262045752764745	14
"beta"	20	4.75	-0.09037833786946883	14
"beta"	20	4.800000000000001	-0.01719031036259484	14
"beta"	20	4.850000000000001	0.01570379110868703	14
"beta"	20	4.9	0.01814346106228806	14
"beta"	20	4.950000000000001	-0.04124918592607489	14
"beta"	20	5	-0.13065963099703076	14
"beta"	20	5.050000000000001	-0.10513385614420112	14
"beta"	20	5.100000000000001	-0.07925070359258157	14
"beta"	20	5.15	-0.06176936937923161	14
"beta"	20	5.200000000000001	-0.061443726137795585	14
"beta"	20	5.25	-0.059747011273594684	14
"beta"	20	5.300000000000001	-0.059705007100110834	14
"beta"	20	5.350000000000001	-0.05306355601818129	14
"beta"	20	5.4	-0.04833243196695052	14
"beta"	20	5.450000000000001	-0.0732975460100329	14
"beta"	20	5.5	-0.09302730523697941	14
"beta"	20	5.550000000000001	-0.0999693045172505	14
"beta"	20	5.600000000000001	-0.14663578140316233	14
"beta"	20	5.65	-0.14763129731617922	14
"beta"	20	5.700000000000001	-0.19665167612142964	14
"beta"	20	5.75	-0.1722752879169925	14
"beta"	20	5.800000000000001	-0.10579288540914808	14
"beta"	20	5.850000000000001	-0.05784419345645876	14
"beta"	20	5.9	-0.02893215222149543	14
"beta"	20	5.950000000000001	-0.008861600614343554	14
"beta"	20	6	-0.0005340678845341158	14
"beta"	20	6.050000000000001	0.000322715912496183	14
"beta"	20	6.100000000000001	0.024539381441875865	14
"beta"	20	6.15	-0.015882651890651887	14
"beta"	20	6.200000000000001	-0.044388676786374835	14
"beta"	20	6.25	-0.11422921493623273	14
"beta"	20	6.300000000000001	-0.1139127734808157	14
"beta"	20	6.350000000000001	-0.016279159596925136	14
"beta"	20	6.4	0.07487805739095876	14
"beta"	20	6.450000000000001	0.1200020575378806	14
"beta"	20	6.5	0.07496506481260858	14
"beta"	20	6.550000000000001	0.030314788908509638	14
"beta"	20	6.600000000000001	0.03424495408259706	14
"beta"	20	6.65	0.003165671253485388	14
"beta"	20	6.700000000000001	0.007840416687872378	14
"beta"	20	6.75	0.0350346320295276	14
"beta"	20	6.800000000000001	0.0793849967313802	14
"beta"	20	6.850000000000001	0.0824509656516198	14
"beta"	20	6.9	0.04973567077241319	14
"beta"	20	6.950000000000001	0.05689347227344267	14
"beta"	20	7	0.129130357176305	14
"beta"	20	7.050000000000001	0.1752070856465528	14
"beta"	20	7.100000000000001	0.1712899040369796	14
"beta"	20	7.15	0.11338992606902831	14
"beta"	20	7.200000000000001	0.09351773077980184	14
"beta"	20	7.25	0.13500019570546756	14
"beta"	20	7.300000000000001	0.1727661885288032	14
"beta"	20	7.350000000000001	0.12581383237519309	14
"beta"	20	7.4	0.09317772819649824	14
"beta"	20	7.450000000000001	0.03247041940427796	14
"beta"	20	7.5	0.03582090434890134	14
"beta"	20	7.550000000000001	0.042132421891974754	14
"beta"	20	7.600000000000001	0.048362261573438495	14
"beta"	20	7.65	0.057047779953103714	14
"beta"	20	7.700000000000001	0.10982496840280433	14
"beta"	20	7.75	0.14136424537045592	14
"beta"	20	7.800000000000001	0.1350230504691494	14
"beta"	20	7.850000000000001	0.15641452446759221	14
"beta"	20	7.9	0.15647001423511847	14
"beta"	20	7.950000000000001	0.17519720220121446	14
"beta"	20	8	0.1530853300981209	14
"beta"	20	8.05	0.09253548135085718	14
"beta"	20	8.100000000000001	0.06926741491623326	14
"beta"	20	8.15	0.09605526764024394	14
"beta"	20	8.200000000000001	0.11816571092715687	14
"beta"	20	8.25	0.09497303852825202	14
"beta"	20	8.3	0.10992267409153385	14
"beta"	20	8.350000000000001	0.11503581777096283	14
"beta"	20	8.4	0.07481866058865665	14
"beta"	20	8.450000000000001	0.03584917263216909	14
"beta"	20	8.5	0.06273386335863687	14
"beta"	20	8.55	0.0547636371677822	14
"beta"	20	8.600000000000001	0.0699293716250733	14
"beta"	20	8.65	0.08779520404421651	14
"beta"	20	8.700000000000001	0.07972200500526931	14
"beta"	20	8.75	0.09618777630478229	14
"beta"	20	8.8	0.12159078765175226	14
"beta"	20	8.850000000000001	0.13661322660941017	14
"beta"	20	8.9	0.16949336365342238	14
"beta"	20	8.950000000000001	0.15045305130903233	14
"beta"	20	9	0.15253335861857462	14
"beta"	20	9.05	0.12635990249469836	14
"beta"	20	9.100000000000001	0.12106821515194675	14
"beta"	20	9.15	0.1420232062676887	14
"beta"	20	9.200000000000001	0.1780471147063331	14
"beta"	20	9.25	0.16139241858552156	14
"beta"	20	9.3	0.12238712346327305	14
"beta"	20	9.350000000000001	0.11000070021033873	14
"beta"	20	9.4	0.04044560467549785	14
"beta"	20	9.450000000000001	0.04979944622189238	14
"beta"	20	9.5	0.05698114100064736	14
"beta"	20	9.55	0.1043690666299679	14
"beta"	20	9.600000000000001	0.12124703341365883	14
"beta"	20	9.65	0.10897203580421795	14
"beta"	20	9.700000000000001	0.05337551283391679	14
"beta"	20	9.75	0.015565540625029248	14
"beta"	20	9.8	0.031783148607197484	14
"beta"	20	9.850000000000001	0.1223878312533236	14
"beta"	20	9.9	0.17711381426614328	14
"beta"	20	9.950000000000001	0.22616109075822147	14
"beta"	20	10	0.25473605437695435	14
"beta"	20	10.05	0.23291051671737278	14
"beta"	20	10.100000000000001	0.23200858717657818	14
"beta"	20	10.15	0.20745361287218764	14
"beta"	20	10.200000000000001	0.17815682948753547	14
"beta"	20	10.25	0.14391752536974087	14
"beta"	20	10.3	0.13270077654066242	14
"beta"	20	10.350000000000001	0.12600345004431396	14
"beta"	20	10.4	0.13739751358750812	14
"beta"	20	10.450000000000001	0.1361887666428489	14
"beta"	20	10.5	0.17652282322335916	14
"beta"	20	10.55	0.1888385245784943	14
"beta"	20	10.600000000000001	0.15914968219528963	14
"beta"	20	10.65	0.19964753909658678	14
"beta"	20	10.700000000000001	0.13659650390748707	14
"beta"	20	10.75	0.14347068503114385	14
"beta"	20	10.8	0.13427682140522804	14
"beta"	20	10.850000000000001	0.09382493270562701	14
"beta"	20	10.9	0.07155469082609686	14
"beta"	20	10.950000000000001	0.10322366696863298	14
"beta"	20	11	0.11105714016327693	14
"beta"	20	11.05	0.14531872854661257	14
"beta"	20	11.100000000000001	0.15488955956247888	14
"beta"	20	11.150000000000002	0.1438250080149499	14
"beta"	20	11.2	0.12941355500420218	14
"beta"	20	11.25	0.08004567579777375	14
"beta"	20	11.3	0.044732663228072025	14
"beta"	20	11.350000000000001	0.06335683354983714	14
"beta"	20	11.400000000000002	0.1189271201108989	14
"beta"	20	11.45	0.09143167896228196	14
"beta"	20	11.5	0.05442195824025348	14
"beta"	20	11.55	0.0774214421636087	14
"beta"	20	11.600000000000001	0.0530098550330746	14
"beta"	20	11.650000000000002	0.07047925860801463	14
"beta"	20	11.7	0.12195934449227751	14
"beta"	20	11.75	0.1413178036475428	14
"beta"	20	11.8	0.1660088289459328	14
"beta"	20	11.850000000000001	0.16563089965107863	14
"beta"	20	11.900000000000002	0.11470301188765508	14
"beta"	20	11.95	0.10976562637973113	14
"beta"	20	12	0.10337540389890128	14
"beta"	20	12.05	0.07086306639280145	14
"beta"	20	12.100000000000001	0.0560608032482651	14
"beta"	20	12.150000000000002	0.04502054236441674	14
"beta"	20	12.2	0.03516139963358955	14
"beta"	20	12.25	0.10724366146827193	14
"beta"	20	12.3	0.10894675389373683	14
"beta"	20	12.350000000000001	0.1083552041091066	14
"beta"	20	12.400000000000002	0.11273888514234111	14
"beta"	20	12.45	0.13530007037509612	14
"beta"	20	12.5	0.10144315146739888	14
"beta"	20	12.55	0.06266568235934696	14
"beta"	20	12.600000000000001	0.07017076698039958	14
"beta"	20	12.650000000000002	0.10073109632100057	14
"beta"	20	12.7	0.08113742410066845	14
"beta"	20	12.75	0.11619962073170899	14
"beta"	20	12.8	0.2077094458021213	14
"beta"	20	12.850000000000001	0.30408602210743396	14
"beta"	20	12.900000000000002	0.2749066643540471	14
"beta"	20	12.95	0.23418249910381345	14
"beta"	20	13	0.21344985707619474	14
"beta"	20	13.05	0.15066721091827362	14
"beta"	20	13.100000000000001	0.0931909358433053	14
"beta"	20	13.150000000000002	0.07963411512183896	14
"beta"	20	13.2	0.1048178045211255	14
"beta"	20	13.25	0.19855395230706469	14
"beta"	20	13.3	0.16327443021348031	14
"beta"	20	13.350000000000001	0.1499003903342842	14
"beta"	20	13.400000000000002	0.1526673724200783	14
"beta"	20	13.45	0.11778762398836928	14
"beta"	20	13.5	0.10021972216114206	14
"beta"	20	13.55	0.10467126758016636	14
"beta"	20	13.600000000000001	0.09628915643723648	14
"beta"	20	13.650000000000002	0.03212843445591756	14
"beta"	20	13.7	-0.024257969011334413	14
"beta"	20	13.75	-0.028739881592705463	14
"beta"	20	13.8	-0.019025589273838437	14
"beta"	20	13.850000000000001	0.06007256898699109	14
"beta"	20	13.900000000000002	0.10770810302738952	14
"beta"	20	13.95	0.11073773955320994	14
"beta"	20	14	0.09147785985143053	14
"beta"	20	14.05	0.11055412706999627	14
"beta"	20	14.100000000000001	0.13504780565420954	14
"beta"	20	14.150000000000002	0.14838163184200162	14
"beta"	20	14.200000000000003	0.14977090713258118	14
"beta"	20	14.25	0.07840796017129832	14
"beta"	20	14.3	0.01270247828333611	14
"beta"	20	14.350000000000001	0.021613121036922874	14
"beta"	20	14.400000000000002	0.024649854150919744	14
"beta"	20	14.450000000000003	0.05783105907097403	14
"beta"	20	14.5	0.08148787635185749	14
"beta"	21	-5	-0.11883189164071443	14
"beta"	21	-4.95	-0.08090507238473488	14
"beta"	21	-4.9	-0.060490443630579906	14
"beta"	21	-4.85	-0.11234297507563538	14
"beta"	21	-4.8	-0.1100151353960986	14
"beta"	21	-4.75	-0.06035106691547116	14
"beta"	21	-4.7	0.0027331439863652962	14
"beta"	21	-4.65	0.04390287049765229	14
"beta"	21	-4.6	0.0757689564586513	14
"beta"	21	-4.55	0.07609647491242402	14
"beta"	21	-4.5	0.04617297254056315	14
"beta"	21	-4.45	0.02385982420459732	14
"beta"	21	-4.4	0.03658702720579633	14
"beta"	21	-4.35	0.007845979810808658	14
"beta"	21	-4.3	0.007519553360485124	14
"beta"	21	-4.25	0.03163473730435429	14
"beta"	21	-4.2	-0.01969986544964	14
"beta"	21	-4.15	-0.09433247285029729	14
"beta"	21	-4.1	-0.07799867617586752	14
"beta"	21	-4.05	-0.007517535618381579	14
"beta"	21	-4	0.03569057157443303	14
"beta"	21	-3.95	0.06857725980076088	14
"beta"	21	-3.9	0.06153694135631506	14
"beta"	21	-3.8499999999999996	0.0640593291767544	14
"beta"	21	-3.8	-0.04991118162349406	14
"beta"	21	-3.75	-0.07231966789620771	14
"beta"	21	-3.7	0.024483899916533467	14
"beta"	21	-3.65	0.07611570702238359	14
"beta"	21	-3.5999999999999996	0.06692722649154317	14
"beta"	21	-3.55	0.07019302219436237	14
"beta"	21	-3.5	0.03465702657094261	14
"beta"	21	-3.45	-0.009451628940542797	14
"beta"	21	-3.4	0.026681415344245167	14
"beta"	21	-3.3499999999999996	0.0069430117999366835	14
"beta"	21	-3.3	0.021237695660322905	14
"beta"	21	-3.25	0.03257864572614804	14
"beta"	21	-3.2	-0.02472082871933395	14
"beta"	21	-3.15	-0.0047465705429237896	14
"beta"	21	-3.0999999999999996	0.04688151131294712	14
"beta"	21	-3.05	-0.0288384004773732	14
"beta"	21	-3	-0.028836698723689925	14
"beta"	21	-2.9499999999999997	-0.0031885850679394573	14
"beta"	21	-2.9	0.027362622748225533	14
"beta"	21	-2.85	0.06795762192751471	14
"beta"	21	-2.8	0.07500734725811271	14
"beta"	21	-2.75	0.0329486224713741	14
"beta"	21	-2.6999999999999997	0.022914912050266984	14
"beta"	21	-2.65	0.007119422004608843	14
"beta"	21	-2.5999999999999996	0.0361719963519676	14
"beta"	21	-2.55	0.016775258481697922	14
"beta"	21	-2.5	0.0009209140125267384	14
"beta"	21	-2.4499999999999997	-0.020322245091086488	14
"beta"	21	-2.4	0.016374199906429514	14
"beta"	21	-2.3499999999999996	0.029228908661982245	14
"beta"	21	-2.3	-0.049921590967218286	14
"beta"	21	-2.25	-0.08198388818730855	14
"beta"	21	-2.1999999999999997	-0.06701154573843036	14
"beta"	21	-2.15	-0.030346307242390468	14
"beta"	21	-2.0999999999999996	0.040786039897156276	14
"beta"	21	-2.05	0.07876140154056104	14
"beta"	21	-2	0.06416628846859544	14
"beta"	21	-1.9499999999999997	0.06101995588146509	14
"beta"	21	-1.9	0.035043139193978855	14
"beta"	21	-1.8499999999999996	0.009375956065058718	14
"beta"	21	-1.7999999999999998	-0.003981439719933733	14
"beta"	21	-1.75	-0.044679063038615616	14
"beta"	21	-1.6999999999999997	0.0011551482155729392	14
"beta"	21	-1.65	-0.007565370909707994	14
"beta"	21	-1.5999999999999996	0.01719506367839654	14
"beta"	21	-1.5499999999999998	0.035186659580329085	14
"beta"	21	-1.5	0.01527533804541815	14
"beta"	21	-1.4499999999999997	-0.017261937316020666	14
"beta"	21	-1.4	-0.011685468444095024	14
"beta"	21	-1.3499999999999996	0.0563829787780184	14
"beta"	21	-1.2999999999999998	0.018906858705608303	14
"beta"	21	-1.25	0.014972232980468455	14
"beta"	21	-1.1999999999999997	-0.02582406872849421	14
"beta"	21	-1.15	-0.05642352037647149	14
"beta"	21	-1.0999999999999996	-0.06535585372651516	14
"beta"	21	-1.0499999999999998	-0.0803110172226688	14
"beta"	21	-1	-0.0007597576852317363	14
"beta"	21	-0.9500000000000002	0.04970694229754029	14
"beta"	21	-0.8999999999999995	0.07460595272621431	14
"beta"	21	-0.8499999999999996	0.06965322185118486	14
"beta"	21	-0.7999999999999998	0.0018664681634882785	14
"beta"	21	-0.75	-0.05004195333291302	14
"beta"	21	-0.7000000000000002	-0.007415983304965674	14
"beta"	21	-0.6499999999999995	0.047057431560168304	14
"beta"	21	-0.5999999999999996	0.00956871050744502	14
"beta"	21	-0.5499999999999998	-0.002093155408573593	14
"beta"	21	-0.5	-0.0016763015833489397	14
"beta"	21	-0.4500000000000002	-0.0029845866195720994	14
"beta"	21	-0.39999999999999947	-0.00512194339985388	14
"beta"	21	-0.34999999999999964	-0.03259622907525925	14
"beta"	21	-0.2999999999999998	-0.03483736527841003	14
"beta"	21	-0.25	-0.049995840721407184	14
"beta"	21	-0.1999999999999993	-0.0543317982316757	14
"beta"	21	-0.14999999999999947	-0.06374168848580142	14
"beta"	21	-0.09999999999999964	0.011402207435291242	14
"beta"	21	-0.04999999999999982	0.0449774782699129	14
"beta"	21	0	-0.03171596124760128	14
"beta"	21	0.05000000000000071	-0.07106780602515908	14
"beta"	21	0.10000000000000053	-0.028606365102365416	14
"beta"	21	0.15000000000000036	-0.05797468370709212	14
"beta"	21	0.20000000000000018	-0.09311318207959571	14
"beta"	21	0.25	-0.054019517250764926	14
"beta"	21	0.3000000000000007	-0.0068194014730862335	14
"beta"	21	0.35000000000000053	0.02639114520722791	14
"beta"	21	0.40000000000000036	0.014745975879606658	14
"beta"	21	0.4500000000000002	0.0007419691147442588	14
"beta"	21	0.5	0.013093619809108717	14
"beta"	21	0.5500000000000007	0.07455607502275528	14
"beta"	21	0.6000000000000005	0.10853508737155679	14
"beta"	21	0.6500000000000004	0.11170571954661103	14
"beta"	21	0.7000000000000002	0.09142455301159018	14
"beta"	21	0.75	0.0715661071756755	14
"beta"	21	0.8000000000000007	0.04176926200960703	14
"beta"	21	0.8500000000000005	-0.0199850067915294	14
"beta"	21	0.9000000000000004	-0.027362812094532927	14
"beta"	21	0.9500000000000002	0.016807234172846602	14
"beta"	21	1	0.05557044651903729	14
"beta"	21	1.0500000000000007	0.008329817343573607	14
"beta"	21	1.1000000000000005	-0.06880994065071935	14
"beta"	21	1.1500000000000004	-0.1079781870184983	14
"beta"	21	1.2000000000000002	-0.05571598084057635	14
"beta"	21	1.25	-0.03321930894855426	14
"beta"	21	1.3000000000000007	-0.10882866627957834	14
"beta"	21	1.3500000000000005	-0.12991046707055598	14
"beta"	21	1.4000000000000004	-0.11840987875259969	14
"beta"	21	1.4500000000000002	-0.03824418648147881	14
"beta"	21	1.5	0.040085432245814685	14
"beta"	21	1.5500000000000007	0.03529784358507386	14
"beta"	21	1.6000000000000005	-0.014640463155856579	14
"beta"	21	1.6500000000000004	0.007666689704969593	14
"beta"	21	1.7000000000000002	0.0077143822462435825	14
"beta"	21	1.75	-0.01768081382467391	14
"beta"	21	1.8000000000000007	-0.03251987018783127	14
"beta"	21	1.8500000000000005	-0.010057852522546554	14
"beta"	21	1.9000000000000004	-0.017352367353208695	14
"beta"	21	1.9500000000000002	0.01459418136781378	14
"beta"	21	2	0.000539857838322212	14
"beta"	21	2.0500000000000007	-0.03461983672807691	14
"beta"	21	2.1000000000000005	-0.03166390557370017	14
"beta"	21	2.1500000000000004	-0.03600007772555259	14
"beta"	21	2.2	-0.030256962863467764	14
"beta"	21	2.25	-0.04959796590110081	14
"beta"	21	2.3000000000000007	-0.04202324097605209	14
"beta"	21	2.3500000000000005	0.04179171444563764	14
"beta"	21	2.4000000000000004	0.0579251188834362	14
"beta"	21	2.45	0.03765371840683603	14
"beta"	21	2.5	0.013942679587480855	14
"beta"	21	2.5500000000000007	0.027566342018339456	14
"beta"	21	2.6000000000000005	0.06067921520322005	14
"beta"	21	2.6500000000000004	0.013025215372112387	14
"beta"	21	2.7	-0.0667511862451793	14
"beta"	21	2.75	-0.05736741575517795	14
"beta"	21	2.8000000000000007	-0.018777604948802085	14
"beta"	21	2.8500000000000005	0.0027556591006945414	14
"beta"	21	2.9000000000000004	0.01853636203883502	14
"beta"	21	2.95	0.009970181164606724	14
"beta"	21	3	-0.027028591108862608	14
